5 10
117 155 1.90
59 177 6.31
26 128 1.34
59 160 3.42
54 70 1.72
63 101 1.48
44 150 5.33
16 88 8.52
12 85 9.40
53 114 7.72
33 167 9.88
11 41 4.61
68 157 7.17
45 141 1.38
117 118 2.14
42 110 2.70
63 136 5.46
4 7 5.33
75 147 8.91
112 151 7.36
7 125 3.92
28 146 6.15
75 164 9.66
76 165 4.46
11 108 2.88
80 99 5.18
16 112 5.50
74 149 2.05
162 168 6.32
168 176 3.00
43 95 1.54
48 122 8.14
4 14 3.25
6 173 8.31
25 32 8.10
0 69 3.87
8 166 7.45
46 127 6.05
45 60 5.03
3 71 4.94
15 115 1.48
23 125 8.45
69 70 2.86
89 144 9.78
50 93 1.59
1 17 2.08
63 142 8.59
53 103 6.56
67 130 5.35
23 55 7.94
74 161 6.32
65 134 3.82
46 177 3.98
21 62 6.78
53 159 5.99
54 175 4.17
100 168 6.93
1 107 5.70
36 138 8.07
80 153 4.82
58 84 7.86
115 172 9.13
135 162 2.57
111 124 3.45
60 135 8.95
76 94 2.77
31 173 8.96
72 109 3.25
17 130 8.01
130 144 2.34
104 177 7.01
52 115 1.63
53 176 2.45
39 120 3.72
47 128 3.82
117 163 6.21
30 169 8.40
33 95 5.85
143 157 3.68
29 107 3.77
101 128 8.43
107 125 4.92
84 118 3.22
110 145 2.99
83 166 4.78
33 36 3.89
4 142 8.52
35 56 1.27
65 109 6.83
9 89 8.13
103 138 7.87
90 119 3.37
31 70 3.67
101 107 2.61
48 105 6.14
19 45 9.76
40 142 7.09
30 139 7.35
15 144 8.63
24 108 6.16
59 153 9.33
110 123 6.90
91 145 3.15
83 145 2.32
39 160 3.15
11 168 8.63
17 26 1.62
123 138 4.49
71 164 2.03
45 48 2.09
21 40 5.49
103 122 7.29
37 113 3.47
26 177 4.26
174 177 5.53
72 88 1.68
55 150 7.38
17 171 4.43
112 172 7.19
53 122 8.76
77 96 7.73
142 156 9.90
8 168 5.47
103 167 4.45
76 122 7.89
51 160 1.70
17 110 7.72
90 145 6.29
112 139 9.42
135 148 8.79
32 171 3.24
11 67 2.94
38 61 2.97
18 136 8.24
106 110 2.00
8 40 9.30
8 175 4.66
25 120 9.23
0 135 5.20
36 64 7.26
49 86 1.34
126 131 5.52
39 165 3.96
42 100 3.32
137 141 4.82
119 170 8.81
9 92 9.43
28 80 2.36
35 140 4.17
50 170 5.11
124 159 2.10
6 19 7.71
69 113 9.12
2 34 9.44
66 133 3.61
28 134 2.59
13 119 2.90
20 141 4.47
31 63 6.58
7 60 8.86
25 73 8.86
93 97 4.41
16 57 9.70
58 91 7.06
7 106 8.13
31 139 4.85
74 78 3.47
22 63 2.41
52 69 7.73
25 150 7.98
31 148 7.58
3 79 7.87
22 44 6.18
74 176 3.57
48 174 9.16
27 150 6.12
14 23 3.52
107 130 1.24
2 8 1.34
10 63 2.26
30 118 9.93
28 144 5.08
83 163 5.58
83 150 8.90
59 128 6.18
106 150 2.98
48 168 7.57
40 42 4.50
36 103 9.39
89 127 1.71
100 157 8.95
67 160 2.81
25 89 6.90
45 143 3.42
54 109 8.13
0 7 6.91
40 102 2.68
112 124 6.50
58 154 3.22
3 4 9.62
66 67 7.39
29 111 2.41
26 33 2.30
59 149 6.00
52 124 9.07
49 166 3.43
0 115 9.82
39 127 9.50
100 143 7.04
126 145 9.21
88 110 7.95
44 108 6.74
65 118 4.23
94 112 6.04
123 127 2.04
22 160 6.31
18 65 2.43
13 110 4.93
53 160 3.95
97 126 2.90
89 108 1.38
56 106 6.44
39 97 7.09
97 169 4.80
70 122 7.70
136 162 4.14
1 150 4.96
102 148 3.74
127 171 2.30
56 103 4.10
126 160 1.84
23 27 5.16
48 52 6.71
62 80 3.61
3 31 5.69
12 142 7.74
102 153 5.06
26 44 5.80
82 171 4.62
159 168 8.73
69 172 7.86
43 55 5.21
25 52 3.44
17 74 8.44
83 177 3.45
155 159 4.42
83 116 4.36
93 133 5.20
81 165 9.65
152 176 1.55
48 76 8.89
54 161 5.91
31 85 6.45
29 88 5.54
9 12 1.85
37 73 7.48
27 162 4.70
74 133 1.92
18 61 7.77
29 35 4.39
0 91 4.85
53 92 5.44
13 28 8.17
13 126 4.06
35 99 8.54
59 151 9.78
43 46 1.80
94 163 1.22
35 143 8.25
116 158 6.49
69 95 8.17
4 176 6.84
3 27 4.71
108 159 1.67
69 98 5.49
81 148 4.23
39 81 6.24
15 132 4.55
72 74 5.34
56 153 4.37
62 143 7.76
14 167 8.08
55 125 9.13
49 51 7.34
61 166 9.21
20 91 6.73
54 142 4.30
51 100 1.84
3 156 5.54
72 136 3.43
42 51 8.05
102 145 9.81
51 97 7.15
83 90 1.93
139 159 1.66
13 41 5.62
39 128 4.20
29 57 8.73
1 78 1.81
10 176 9.33
28 69 1.17
30 104 6.50
42 84 2.01
100 133 1.38
3 63 9.15
8 55 9.94
7 20 5.42
53 77 2.94
56 81 6.68
97 99 7.49
60 89 3.22
102 175 1.17
36 99 9.23
24 70 2.17
60 133 2.08
34 149 6.36
113 132 8.96
11 131 5.15
118 163 3.16
15 87 8.85
64 173 6.56
52 106 7.76
105 107 1.62
131 160 4.27
18 72 3.47
100 156 4.36
144 168 3.73
138 167 3.72
53 101 7.80
132 167 5.83
6 96 7.31
62 121 2.86
6 127 6.78
26 36 3.42
8 129 3.99
137 147 8.12
52 161 2.80
30 87 1.68
3 22 9.22
32 111 1.99
67 80 4.02
22 93 7.64
24 153 6.96
87 162 9.02
115 165 9.43
51 84 6.88
18 35 7.57
30 145 6.29
65 81 5.41
126 172 9.33
115 119 4.50
26 132 6.69
9 15 2.50
127 154 2.30
4 25 8.82
157 166 8.28
21 61 3.27
41 149 5.77
30 131 6.54
0 93 5.04
20 162 6.00
25 137 9.73
44 121 4.92
53 81 4.45
148 164 5.11
96 128 9.67
15 40 5.31
38 92 8.62
40 106 8.44
121 162 8.30
24 93 9.33
17 60 7.26
4 110 3.12
26 100 1.10
81 141 4.72
101 125 8.37
3 28 8.42
80 155 3.79
19 147 4.91
16 39 8.98
88 101 4.33
12 131 1.36
13 105 2.66
37 75 7.31
32 65 9.21
95 135 7.69
2 156 7.55
34 132 7.58
13 14 8.60
76 91 6.01
59 67 7.04
101 127 5.48
26 64 5.68
3 67 1.20
51 116 8.11
33 72 2.25
107 156 7.95
43 68 8.56
19 26 3.11
51 73 9.64
40 160 3.16
61 95 8.68
47 144 3.09
74 114 9.33
63 83 5.36
40 81 9.24
94 151 9.85
136 139 8.71
1 95 1.57
28 52 4.56
103 109 3.51
23 80 7.77
115 161 4.22
29 102 7.50
20 150 5.05
50 127 8.08
55 78 3.30
89 172 5.60
24 59 4.05
34 76 6.55
18 51 6.36
144 151 1.85
1 149 2.46
115 147 2.81
117 158 3.75
7 175 8.59
76 136 5.91
115 158 3.32
5 114 5.32
121 151 7.95
143 174 4.79
61 135 5.15
111 125 3.88
46 130 3.29
7 100 5.99
59 167 9.55
69 155 8.95
16 78 7.41
34 164 2.84
141 142 4.14
123 171 7.88
63 90 8.63
64 153 4.38
45 120 8.84
10 62 1.16
143 161 3.18
40 44 2.51
79 104 1.37
100 110 1.64
98 175 1.62
4 39 2.19
13 86 3.81
7 139 5.82
51 75 6.31
110 148 7.16
69 119 5.36
79 109 7.14
3 138 9.62
108 134 2.79
16 60 8.00
45 149 9.71
21 168 9.17
72 149 3.63
30 61 9.46
8 125 8.02
46 49 5.81
31 56 4.18
14 44 4.93
74 95 5.96
23 174 7.10
30 91 7.10
17 137 2.69
79 81 9.59
39 114 4.01
41 172 2.68
11 121 3.50
38 164 6.57
14 45 1.97
62 108 1.46
132 174 7.85
92 175 4.58
18 132 4.92
61 125 6.77
35 175 2.14
16 131 3.23
5 112 3.31
21 114 9.95
49 159 7.48
124 139 3.61
18 148 6.00
95 163 2.96
54 75 1.56
129 149 7.60
9 53 8.94
69 87 7.06
67 161 5.41
2 141 9.79
38 93 7.69
5 117 2.06
79 84 7.95
75 170 1.36
71 77 6.16
73 124 5.33
4 30 8.54
48 82 5.76
47 79 2.45
42 120 7.46
2 55 3.96
102 162 8.03
55 101 1.84
44 68 1.03
0 149 4.70
17 84 4.09
147 152 8.07
79 175 5.36
57 170 4.39
37 61 7.75
37 90 2.49
135 144 6.65
155 165 7.04
136 141 9.65
88 145 8.48
36 67 7.80
45 153 1.81
98 139 9.01
50 69 7.57
68 165 9.10
44 111 2.72
42 47 3.60
13 162 9.10
8 18 7.63
25 99 7.69
25 26 1.11
4 122 7.20
87 169 6.00
38 77 6.40
11 21 1.70
40 103 4.88
43 97 2.25
10 177 5.99
32 48 7.40
11 132 7.43
114 141 8.08
130 146 1.22
42 155 6.17
9 169 6.80
111 132 8.17
108 128 5.14
46 85 6.83
5 74 2.87
19 37 2.18
23 167 4.15
27 156 5.48
53 161 4.76
72 80 2.36
105 144 4.75
137 149 4.05
1 89 2.27
13 151 7.91
123 126 1.69
16 101 5.63
89 94 4.73
152 169 2.33
148 167 7.16
12 146 5.68
59 127 7.28
21 107 3.73
9 160 1.96
23 99 1.44
91 165 8.88
55 163 8.34
46 58 2.61
43 157 4.70
60 154 4.65
33 54 9.34
79 86 2.53
111 112 7.63
79 163 9.32
11 169 7.15
59 148 4.55
123 144 2.29
20 123 3.13
57 102 3.88
78 80 3.73
92 94 9.68
10 148 5.50
90 153 4.38
120 127 1.19
42 138 2.24
71 163 5.80
11 73 4.76
3 68 7.89
91 131 7.17
43 84 1.46
55 171 3.36
79 134 2.23
51 107 3.75
2 77 2.80
80 143 8.14
135 168 8.30
33 79 4.01
21 52 3.91
61 122 9.61
107 137 1.40
42 88 2.72
29 138 6.86
28 62 5.79
3 24 9.99
0 117 6.21
126 141 3.80
5 76 4.81
39 85 3.66
38 124 6.58
23 148 5.73
2 45 5.69
9 48 2.86
100 137 2.59
29 90 2.78
16 24 9.30
138 160 2.36
29 44 2.74
58 128 1.23
77 82 5.31
47 176 9.75
129 136 6.43
160 163 5.11
3 88 4.90
53 55 3.39
95 129 5.00
156 157 4.69
152 173 4.65
78 152 3.26
7 79 7.69
4 53 2.93
86 88 3.30
129 144 7.67
133 160 3.17
18 120 5.83
31 120 6.01
132 176 7.74
12 155 5.85
97 155 8.11
53 66 8.04
63 170 5.32
55 130 5.64
90 158 1.65
32 57 7.59
34 66 6.77
13 70 3.30
53 153 4.80
74 134 6.09
92 95 4.79
69 109 5.77
111 115 6.62
67 140 2.65
35 73 5.49
93 130 7.44
96 124 5.50
104 148 4.95
64 68 9.32
3 12 2.67
10 20 7.06
43 167 8.14
34 168 2.78
88 142 3.46
59 142 8.33
32 73 6.59
9 138 5.88
138 153 8.63
61 120 6.38
66 112 9.23
52 148 3.84
86 151 9.99
69 94 2.67
133 143 4.33
84 148 2.93
32 129 3.53
2 22 9.77
40 145 2.14
9 158 5.28
19 74 9.55
69 83 4.72
14 132 7.03
60 114 8.09
68 96 3.24
44 136 6.76
1 140 1.28
74 142 9.06
6 158 2.29
2 50 5.70
90 139 5.26
149 167 5.91
118 158 2.05
111 161 5.49
100 125 4.74
20 27 6.60
131 170 4.49
23 176 8.32
120 171 2.03
14 130 8.92
36 174 9.76
38 88 9.56
19 174 6.62
5 16 3.52
34 142 9.70
76 153 3.96
15 112 7.88
36 69 7.92
73 87 7.61
130 175 1.77
53 133 4.10
14 137 4.94
72 77 5.24
99 111 6.56
3 91 7.36
3 87 5.51
125 175 2.40
24 112 7.27
78 106 7.33
86 121 9.12
65 126 9.86
25 58 7.24
64 84 5.98
50 150 4.91
14 75 8.95
36 154 6.50
13 164 2.05
76 129 2.49
39 61 7.77
42 131 7.08
5 107 4.81
8 38 6.71
19 132 4.43
74 100 5.23
122 173 2.30
44 140 5.17
81 93 3.16
31 113 3.24
29 126 7.75
128 147 1.45
15 19 3.91
24 61 7.59
36 171 6.12
111 114 5.63
74 153 3.02
83 151 8.40
19 64 1.49
28 37 2.30
54 133 3.82
69 167 5.90
44 75 8.74
145 169 4.27
102 144 1.54
5 162 2.43
8 65 5.49
41 80 8.86
15 146 1.50
19 162 6.98
92 159 1.09
12 87 1.77
92 126 6.05
109 131 5.30
16 80 1.80
95 130 2.99
44 143 1.03
131 176 8.12
37 154 2.79
154 166 5.60
67 79 9.75
6 162 9.85
19 154 9.79
15 91 6.71
89 173 6.27
57 133 7.23
24 129 8.80
67 109 8.90
127 130 7.48
60 80 2.18
34 174 5.47
85 171 9.75
68 166 4.33
0 177 9.22
46 145 2.44
4 43 9.22
75 104 3.79
5 153 8.01
81 90 2.45
122 172 1.13
59 135 5.81
53 86 8.98
35 150 2.10
0 101 3.00
4 144 8.19
65 115 7.59
128 143 3.02
19 176 5.47
67 177 1.47
33 90 3.76
25 155 6.29
11 39 9.07
68 101 6.84
163 173 4.24
105 163 2.11
81 122 7.47
49 168 5.28
21 118 3.26
67 77 9.94
121 135 4.07
80 81 4.91
54 111 9.38
157 163 3.47
98 177 3.44
130 169 4.56
78 174 1.69
91 136 7.00
167 169 5.76
68 92 4.91
10 18 3.03
3 137 6.19
133 177 2.43
113 157 1.59
2 162 5.05
109 152 1.83
14 56 8.31
118 131 3.12
65 99 5.02
43 121 3.96
47 113 6.28
61 158 3.65
68 136 6.86
10 107 1.99
37 83 1.82
86 164 2.53
75 155 7.89
42 126 3.41
63 89 5.69
66 157 4.12
124 144 6.29
55 153 9.04
150 153 1.56
11 97 2.02
88 134 1.13
41 164 2.01
27 71 8.55
63 146 7.48
31 106 9.95
50 139 8.01
50 119 3.39
52 151 2.41
54 148 2.79
12 160 4.21
49 98 1.53
67 116 1.67
117 135 3.70
13 50 7.18
14 108 8.14
86 152 5.35
0 33 5.56
14 148 4.51
43 112 2.27
94 146 1.34
42 77 9.00
154 167 6.33
63 80 9.41
74 174 7.16
26 56 7.32
61 117 7.70
62 133 7.37
35 152 7.14
102 117 8.89
41 154 6.87
126 137 7.92
4 126 5.99
146 175 8.60
6 146 6.21
99 161 6.00
61 85 7.61
120 121 6.70
160 162 6.23
93 147 1.49
94 105 5.91
54 92 8.24
37 60 2.27
6 104 8.91
27 151 6.84
141 160 5.27
35 141 1.13
100 159 6.57
79 96 7.09
19 59 1.09
89 124 7.31
98 160 3.89
124 152 4.72
53 142 2.12
116 166 8.47
18 177 1.50
16 91 7.96
8 136 5.76
63 125 8.86
38 155 6.28
20 67 6.33
109 168 6.95
31 93 2.82
19 28 5.75
88 158 4.77
154 165 1.45
87 141 4.68
146 160 2.98
41 177 3.98
59 126 2.89
22 27 5.60
38 170 6.32
114 136 5.81
55 114 1.60
18 54 2.92
40 73 8.87
32 91 5.27
34 77 5.95
16 121 2.19
20 105 9.70
111 157 9.16
109 155 3.31
56 165 6.15
21 81 7.77
92 115 7.70
158 169 3.97
61 143 4.47
50 76 4.02
96 118 7.54
125 159 5.92
101 173 8.65
10 104 4.52
94 137 4.21
11 23 3.49
62 175 6.89
73 127 1.40
109 117 3.07
14 107 6.56
3 80 6.62
8 58 1.63
32 144 5.36
30 89 7.59
98 145 6.69
12 148 6.59
26 82 5.32
14 73 2.60
65 120 8.82
54 128 6.49
171 173 8.12
27 31 7.11
35 66 6.95
76 96 3.79
44 134 3.23
4 135 8.66
63 99 2.39
44 64 7.00
10 27 5.93
63 154 5.82
136 153 4.02
12 107 4.86
18 104 9.25
116 128 2.49
117 142 6.73
63 128 7.43
48 116 8.92
27 164 3.14
14 66 8.56
73 156 5.29
56 79 2.41
55 97 6.97
107 168 5.50
44 124 1.46
116 160 8.39
56 82 9.97
89 126 7.84
81 112 9.78
53 67 9.08
13 44 2.91
140 148 3.23
2 103 9.82
146 171 1.61
87 131 4.83
64 169 9.71
122 153 7.07
21 94 5.49
4 169 3.91
30 114 8.24
10 150 2.12
46 80 5.77
7 107 9.44
115 134 2.98
119 153 3.94
7 112 3.70
68 113 2.69
81 119 4.91
49 154 3.22
73 89 8.14
61 111 1.40
49 137 9.55
39 99 9.25
31 98 4.53
43 172 6.50
7 113 7.32
51 128 9.95
102 160 4.21
163 167 5.75
75 81 6.89
1 131 1.35
137 161 9.23
15 83 9.81
103 165 8.36
110 117 1.09
39 176 3.03
52 173 4.56
113 136 3.04
62 90 5.00
42 75 2.83
23 40 3.30
4 153 2.93
18 93 8.47
40 137 7.79
13 58 3.34
15 140 1.76
65 142 3.54
131 172 8.58
77 158 4.63
44 156 6.29
26 89 5.80
10 28 1.44
78 81 1.76
40 117 9.41
81 151 3.08
34 166 1.09
164 177 8.99
159 166 7.33
113 127 1.66
37 96 2.74
6 122 3.14
100 147 9.16
108 120 1.30
112 150 9.13
44 99 1.24
73 106 9.37
35 108 4.88
90 109 4.26
2 136 6.01
49 101 3.50
14 146 6.62
116 124 6.08
33 87 2.13
136 144 8.31
108 148 6.34
49 164 5.17
44 132 7.25
52 87 9.42
22 81 4.86
97 103 2.54
96 127 9.24
20 43 3.23
30 77 9.85
3 161 6.68
21 31 4.46
32 155 2.11
151 166 2.05
63 143 1.51
149 176 7.53
103 144 9.62
7 83 2.19
88 160 8.90
91 141 7.36
36 70 9.02
28 30 9.31
31 32 9.57
75 90 2.47
31 37 3.53
37 126 2.11
91 127 9.02
138 174 8.23
89 137 7.87
90 135 6.73
71 87 5.29
58 100 3.84
34 45 1.99
57 69 6.85
59 66 7.36
71 151 7.45
70 148 7.00
61 65 7.26
77 149 5.47
35 58 2.89
37 59 5.42
26 90 2.79
120 126 6.82
22 111 8.47
26 88 8.78
12 150 8.72
54 68 3.59
135 173 1.14
48 60 3.44
58 72 5.34
126 167 2.12
35 117 9.37
91 168 2.24
6 138 8.56
44 59 9.10
102 129 4.42
78 121 8.99
124 150 2.53
30 60 4.56
59 101 4.41
138 147 2.33
19 153 4.19
50 90 7.88
105 120 5.31
111 171 8.38
54 165 9.23
130 149 4.02
10 14 3.74
89 166 1.12
19 109 2.41
11 164 1.18
50 162 5.14
11 177 9.23
54 58 5.61
33 80 9.97
108 176 7.01
84 116 1.28
70 112 6.88
55 94 4.19
115 149 4.51
53 155 1.45
79 100 9.72
107 170 5.74
96 174 5.60
41 71 3.35
25 77 3.97
86 134 9.90
144 154 3.80
18 43 9.79
2 149 7.36
75 161 1.03
69 84 2.99
37 109 4.51
44 114 8.25
23 92 1.23
0 81 5.66
108 141 6.11
53 132 1.91
15 23 3.65
135 136 2.94
63 135 8.39
95 106 5.67
112 158 3.83
20 128 4.18
8 104 9.57
62 72 6.83
145 172 6.54
42 99 4.38
132 141 2.43
108 123 2.18
39 102 5.11
17 89 9.21
153 173 7.74
82 176 9.02
90 127 2.79
74 135 3.35
18 62 1.61
140 175 5.12
33 148 7.85
72 157 3.56
95 153 1.60
30 42 3.02
29 37 2.56
59 129 7.12
128 160 8.98
26 136 4.04
5 119 2.47
107 146 8.43
52 93 3.65
105 119 1.78
129 161 6.67
69 170 2.18
110 153 7.72
54 147 2.20
74 102 3.04
34 172 7.28
64 74 8.03
135 155 7.74
15 54 7.88
23 62 4.22
59 65 4.00
161 175 1.77
28 157 3.83
81 150 9.71
41 112 7.33
30 50 7.01
12 129 7.62
7 49 5.09
1 59 9.44
46 135 8.44
9 168 6.65
24 132 6.49
51 61 3.57
130 154 5.53
35 75 1.53
10 155 9.00
57 118 4.67
52 84 6.08
62 147 5.02
3 85 4.51
33 86 2.46
103 169 8.24
114 146 4.49
57 177 6.52
166 168 5.07
30 80 3.03
23 173 3.54
26 140 3.37
63 161 8.48
112 149 6.83
9 124 8.06
61 105 1.36
103 154 6.57
38 166 6.17
54 105 2.47
100 135 8.38
72 95 2.08
101 158 5.47
50 145 5.64
17 76 1.22
15 147 9.42
64 119 2.23
43 145 8.68
5 13 2.21
69 77 4.51
3 165 1.61
58 107 3.02
14 91 2.79
113 173 5.83
40 86 9.63
130 138 8.06
69 148 9.46
6 40 3.99
84 98 9.45
31 71 2.10
98 121 7.08
2 58 8.48
69 74 1.96
10 35 4.84
17 53 5.09
13 102 5.62
66 104 9.53
68 110 6.36
104 111 8.29
81 153 7.78
93 164 8.86
2 6 8.86
46 143 3.95
89 147 3.55
30 129 6.28
20 78 7.42
99 109 1.52
65 125 7.83
105 127 9.51
16 168 6.40
56 135 8.68
55 59 6.63
18 123 4.52
21 46 5.97
158 173 3.20
69 104 3.69
59 122 2.54
46 171 3.22
27 96 3.22
152 159 5.92
68 111 6.86
7 88 5.34
38 46 2.27
28 55 2.77
1 112 2.89
54 145 1.35
108 119 4.51
16 58 2.50
2 169 5.24
42 148 4.80
1 18 3.23
62 84 5.80
77 115 7.29
43 143 3.48
20 48 7.34
87 93 2.26
0 29 6.01
88 116 4.94
4 106 8.93
43 50 1.59
54 78 9.94
110 135 2.88
89 135 6.36
36 175 7.84
77 103 8.83
165 176 9.05
152 174 6.51
109 135 5.27
63 139 7.64
163 166 2.08
12 91 9.22
70 175 1.72
50 95 7.06
27 102 8.22
0 129 7.42
65 73 1.44
67 78 9.72
31 49 8.83
34 137 9.92
48 96 5.04
96 175 5.09
32 166 1.80
92 119 5.50
41 94 3.87
7 55 4.38
92 129 3.45
20 81 9.77
137 142 7.20
52 89 8.87
56 172 9.31
24 142 8.01
95 100 3.31
18 150 1.97
151 175 9.71
100 172 9.00
76 157 8.14
58 112 4.53
96 134 8.08
4 91 7.62
18 28 1.14
48 177 6.70
169 176 8.42
94 140 3.42
117 119 7.78
42 176 1.80
51 148 3.51
64 71 1.64
9 50 2.29
49 103 3.58
23 170 8.28
23 38 8.36
9 125 3.02
2 70 8.33
99 137 2.99
98 119 6.49
36 51 2.53
134 150 4.20
77 116 3.06
45 162 4.80
75 160 5.60
33 161 9.04
39 124 7.13
144 146 1.92
82 107 5.02
12 13 2.65
107 161 5.18
97 116 1.07
54 63 3.53
80 84 6.31
30 49 8.39
139 143 8.83
142 172 2.25
51 174 3.79
13 55 4.61
5 18 9.32
44 162 4.76
30 161 7.36
17 18 8.98
86 169 7.79
10 121 8.52
50 97 8.81
44 168 3.85
45 58 2.49
103 133 2.35
13 63 7.22
36 86 4.73
70 144 8.30
117 133 2.42
60 121 9.26
107 135 8.29
21 47 5.62
67 174 4.16
40 90 7.82
83 148 3.91
2 100 6.44
90 160 1.03
98 116 6.38
15 166 8.09
93 94 3.03
52 166 2.63
57 111 1.55
72 148 4.03
55 167 8.66
121 157 8.25
24 55 5.36
54 102 1.38
29 72 6.71
106 166 9.14
95 126 7.65
32 164 8.98
65 104 3.36
68 106 1.89
6 76 8.17
97 163 6.50
15 41 5.91
137 163 1.14
149 161 6.60
80 154 8.94
3 104 8.08
25 35 9.20
13 26 2.64
8 139 3.83
2 148 2.85
54 144 6.49
74 150 6.14
50 125 3.21
0 160 9.29
104 174 1.03
76 106 8.75
158 168 7.31
60 100 8.75
16 150 1.84
109 148 9.05
79 114 2.85
127 134 7.59
58 160 4.32
4 112 5.08
47 93 3.96
102 124 4.20
158 175 7.70
20 110 3.69
115 140 3.81
50 64 5.88
16 146 3.21
80 85 1.39
146 148 7.44
11 120 1.51
61 160 6.38
53 138 8.71
71 165 4.52
2 26 6.54
39 82 6.45
3 166 2.58
44 166 8.19
51 111 5.86
61 82 1.76
28 124 6.61
130 147 4.01
92 139 9.18
12 109 5.62
55 135 3.90
121 147 9.63
117 168 3.74
119 152 4.80
21 136 3.02
27 159 2.77
56 74 4.01
138 159 3.03
116 120 8.61
66 161 5.62
50 135 5.27
106 141 4.14
125 135 4.63
41 81 1.08
14 49 2.16
79 139 3.98
36 72 5.01
8 89 3.47
19 118 8.86
17 100 5.12
4 51 5.04
93 139 9.04
32 121 2.18
98 176 1.80
52 139 2.96
89 129 5.58
21 28 9.51
4 10 9.85
110 170 8.15
104 175 5.77
103 158 3.22
53 71 9.31
2 72 6.64
41 64 3.32
9 17 3.22
84 176 7.40
41 139 5.84
127 174 4.08
1 109 1.30
12 114 7.36
31 83 2.53
93 165 2.83
12 69 4.78
30 47 4.24
57 82 8.97
59 175 9.48
123 160 2.66
113 116 9.16
53 73 1.01
46 75 5.31
25 29 8.95
51 108 4.44
0 98 6.08
51 63 3.91
40 101 2.41
28 113 2.06
66 153 6.63
52 170 4.66
25 39 2.01
113 155 8.09
61 81 2.25
26 43 9.42
121 152 5.66
60 87 4.20
87 177 2.05
8 108 3.44
32 156 3.47
26 79 5.22
31 76 8.00
16 119 9.68
54 72 6.59
123 140 7.89
104 126 6.11
31 149 1.44
121 139 6.23
56 164 3.78
108 144 10.00
18 135 5.97
24 74 6.10
27 60 8.98
55 122 7.61
20 164 4.82
57 175 6.15
21 63 9.77
101 140 8.18
42 97 2.53
13 22 1.13
28 101 7.05
22 125 7.66
42 43 8.55
5 132 1.35
80 87 3.00
104 139 3.84
38 158 1.06
13 18 8.20
5 41 6.06
38 176 9.32
59 75 1.65
135 158 2.31
52 53 1.43
2 109 9.45
67 110 5.27
119 150 8.93
125 145 3.56
65 171 6.59
68 149 2.82
61 71 9.62
57 62 6.55
68 103 6.17
115 117 4.92
49 110 6.89
131 155 6.88
98 165 3.03
86 110 8.28
44 147 4.71
12 115 5.48
46 159 9.10
134 135 2.81
96 161 1.26
32 159 2.44
122 146 4.59
37 167 7.54
10 99 4.87
1 10 5.15
52 145 2.21
82 160 2.38
101 149 4.23
54 129 6.53
84 165 8.49
35 90 9.31
37 45 1.11
38 115 1.14
5 52 7.65
127 145 7.64
56 114 3.14
57 171 7.92
100 150 8.49
33 88 5.57
21 54 1.77
70 173 2.17
152 160 3.06
63 147 9.26
154 162 6.22
43 90 8.22
92 107 2.97
53 116 2.16
106 174 4.57
10 135 9.46
123 135 7.69
0 140 4.29
17 43 4.27
3 163 5.77
90 97 1.44
40 45 7.96
0 128 7.06
51 158 4.06
41 42 2.96
15 16 6.20
45 74 8.42
49 61 8.25
14 121 5.32
84 134 8.59
57 103 7.95
27 149 1.54
1 166 4.88
32 43 3.82
51 137 8.46
71 91 4.94
52 56 4.30
41 54 2.52
75 116 6.93
119 141 7.08
88 177 2.56
54 167 6.10
11 27 5.86
129 148 4.31
47 156 7.02
31 67 7.56
87 159 1.15
84 85 2.41
4 31 8.45
67 68 5.02
62 156 7.97
78 155 7.30
113 134 4.84
28 153 7.04
11 103 5.20
4 87 5.00
96 141 4.45
8 52 3.32
110 126 5.58
45 90 5.09
81 166 8.62
83 142 7.90
66 97 2.52
118 160 5.72
18 169 9.35
5 157 8.33
22 94 5.08
42 59 1.01
30 106 4.81
20 126 7.74
123 133 3.43
15 155 1.02
98 120 9.07
108 127 7.20
75 138 1.33
74 110 3.84
88 175 4.82
50 83 4.40
127 163 2.58
82 125 5.05
10 58 3.51
28 45 9.43
153 154 2.78
13 134 6.36
21 103 2.77
31 151 5.38
105 113 2.26
38 162 8.65
68 73 7.14
46 73 4.57
6 72 4.08
54 159 5.69
55 92 1.28
87 101 5.27
73 135 9.67
29 139 3.04
13 51 6.05
7 29 1.56
90 95 5.23
27 95 3.40
80 171 5.05
83 141 7.72
31 45 3.03
123 158 9.58
47 171 9.73
108 125 2.85
25 177 5.00
7 41 4.44
107 117 7.51
75 173 6.50
11 50 2.76
77 79 4.28
33 78 8.05
95 96 4.46
135 166 2.05
54 71 9.93
133 172 9.27
161 169 9.27
45 93 9.46
28 147 3.32
88 117 8.43
74 89 1.78
41 125 5.96
111 137 8.41
13 112 4.31
5 143 2.87
125 162 8.95
65 82 2.83
7 115 5.44
140 151 1.42
58 134 6.65
6 131 2.56
147 176 2.70
95 104 6.75
25 170 2.95
48 89 8.60
4 133 7.09
3 114 3.69
116 127 9.33
10 91 8.64
83 149 8.93
53 137 6.16
19 20 7.32
6 148 8.24
98 102 6.00
144 148 1.02
82 162 7.49
142 176 9.63
78 103 1.28
49 99 5.91
1 148 1.22
22 145 1.19
53 111 3.78
64 66 1.20
115 125 7.57
31 72 3.38
157 164 2.98
69 102 5.08
70 165 6.61
103 123 7.33
16 129 7.09
10 96 3.47
